filepath,label_name,label_id
dataset\raw\bus\Image_35.jpg,bus,1
dataset\raw\bus\Image_36.jpg,bus,1
dataset\raw\bus\Image_37.jpg,bus,1
dataset\raw\bus\Image_38.jpg,bus,1
dataset\raw\bus\Image_39.JPG,bus,1
dataset\raw\bus\Image_4.jpg,bus,1
dataset\raw\bus\Image_40.jpg,bus,1
dataset\raw\bus\Image_41.jpg,bus,1
dataset\raw\bus\Image_42.jpg,bus,1
dataset\raw\bus\Image_43.jpg,bus,1
dataset\raw\bus\Image_44.jpg,bus,1
dataset\raw\bus\Image_45.jpg,bus,1
dataset\raw\bus\Image_46.jpg,bus,1
dataset\raw\bus\Image_47.jpg,bus,1
dataset\raw\bus\Image_48.JPG,bus,1
dataset\raw\bus\Image_49.jpg,bus,1
dataset\raw\bus\Image_5.jpg,bus,1
dataset\raw\bus\Image_50.jpg,bus,1
dataset\raw\bus\Image_51.jpg,bus,1
dataset\raw\bus\Image_52.jpg,bus,1
dataset\raw\bus\Image_53.jpg,bus,1
dataset\raw\bus\Image_54.jpg,bus,1
dataset\raw\bus\Image_55.jpg,bus,1
dataset\raw\bus\Image_56.jpg,bus,1
dataset\raw\bus\Image_57.jpg,bus,1
dataset\raw\bus\Image_58.jpg,bus,1
dataset\raw\bus\Image_59.jpg,bus,1
dataset\raw\bus\Image_6.jpg,bus,1
dataset\raw\bus\Image_60.jpg,bus,1
dataset\raw\bus\Image_61.jpg,bus,1
dataset\raw\bus\Image_62.jpg,bus,1
dataset\raw\bus\Image_63.jpg,bus,1
dataset\raw\bus\Image_64.jpg,bus,1
dataset\raw\bus\Image_65.jpg,bus,1
dataset\raw\bus\Image_66.JPG,bus,1
dataset\raw\bus\Image_67.jpg,bus,1
dataset\raw\bus\Image_68.jpg,bus,1
dataset\raw\bus\Image_69.jpg,bus,1
dataset\raw\bus\Image_7.jpg,bus,1
dataset\raw\bus\Image_70.jpg,bus,1
dataset\raw\bus\Image_71.jpg,bus,1
dataset\raw\bus\Image_72.jpg,bus,1
dataset\raw\bus\Image_73.jpg,bus,1
dataset\raw\bus\Image_74.jpg,bus,1
dataset\raw\bus\Image_75.jpg,bus,1
dataset\raw\bus\Image_76.jpg,bus,1
dataset\raw\bus\Image_77.jpg,bus,1
dataset\raw\bus\Image_78.jpg,bus,1
dataset\raw\bus\Image_79.png,bus,1
dataset\raw\bus\Image_8.jpg,bus,1
dataset\raw\bus\Image_80.jpg,bus,1
dataset\raw\bus\Image_81.jpg,bus,1
dataset\raw\bus\Image_82.jpg,bus,1
dataset\raw\bus\Image_83.jpg,bus,1
dataset\raw\bus\Image_84.jpg,bus,1
dataset\raw\bus\Image_85.jpg,bus,1
dataset\raw\bus\Image_86.jpg,bus,1
dataset\raw\bus\Image_87.jpg,bus,1
dataset\raw\bus\Image_88.jpg,bus,1
dataset\raw\bus\Image_89.JPG,bus,1
dataset\raw\bus\Image_9.jpg,bus,1
dataset\raw\bus\Image_90.jpg,bus,1
dataset\raw\bus\Image_91.jpg,bus,1
dataset\raw\bus\Image_92.jpg,bus,1
dataset\raw\bus\Image_93.jpeg,bus,1
dataset\raw\bus\Image_94.jpg,bus,1
dataset\raw\bus\Image_95.jpg,bus,1
dataset\raw\bus\Image_96.jpg,bus,1
dataset\raw\bus\Image_97.jpg,bus,1
dataset\raw\bus\Image_98.jpg,bus,1
dataset\raw\bus\Image_99.jpg,bus,1
dataset\raw\car\Image_1.jpg,car,2
dataset\raw\car\Image_10.jpeg,car,2
dataset\raw\car\Image_100.jpg,car,2
dataset\raw\car\Image_11.jpg,car,2
dataset\raw\car\Image_12.jpg,car,2
dataset\raw\car\Image_13.jpg,car,2
dataset\raw\car\Image_14.JPG,car,2
dataset\raw\car\Image_15.jpg,car,2
dataset\raw\car\Image_16.jpeg,car,2
dataset\raw\car\Image_17.jpg,car,2
dataset\raw\car\Image_18.png,car,2
dataset\raw\car\Image_19.jpeg,car,2
dataset\raw\car\Image_2.jpg,car,2
dataset\raw\car\Image_20.jpg,car,2
dataset\raw\car\Image_21.jpg,car,2
dataset\raw\car\Image_22.jpg,car,2
dataset\raw\car\Image_23.jpg,car,2
dataset\raw\car\Image_24.jpg,car,2
dataset\raw\car\Image_25.jpg,car,2
dataset\raw\car\Image_26.jpg,car,2
dataset\raw\car\Image_27.jpg,car,2
dataset\raw\car\Image_28.jpg,car,2
dataset\raw\car\Image_29.jpg,car,2
dataset\raw\car\Image_3.jpeg,car,2
dataset\raw\car\Image_30.jpg,car,2
dataset\raw\car\Image_31.jpg,car,2
dataset\raw\car\Image_32.jpg,car,2
dataset\raw\car\Image_33.jpg,car,2
dataset\raw\car\Image_34.jpg,car,2
dataset\raw\car\Image_35.jpg,car,2
dataset\raw\car\Image_36.jpg,car,2
dataset\raw\car\Image_37.jpg,car,2
dataset\raw\car\Image_38.jpg,car,2
dataset\raw\car\Image_39.jpg,car,2
dataset\raw\car\Image_4.jpg,car,2
dataset\raw\car\Image_40.jpg,car,2
dataset\raw\car\Image_41.jpg,car,2
dataset\raw\car\Image_42.jpg,car,2
dataset\raw\car\Image_43.jpg,car,2
dataset\raw\car\Image_44.jpg,car,2
dataset\raw\car\Image_45.jpg,car,2
dataset\raw\car\Image_46.jpg,car,2
dataset\raw\car\Image_47.jpg,car,2
dataset\raw\car\Image_48.jpg,car,2
dataset\raw\car\Image_49.jpg,car,2
dataset\raw\car\Image_5.jpg,car,2
dataset\raw\car\Image_50.jpg,car,2
dataset\raw\car\Image_51.jpg,car,2
dataset\raw\car\Image_52.jpg,car,2
dataset\raw\car\Image_53.jpg,car,2
dataset\raw\car\Image_54.jpg,car,2
dataset\raw\car\Image_55.jpg,car,2
dataset\raw\car\Image_56.jpg,car,2
dataset\raw\car\Image_57.jpg,car,2
dataset\raw\car\Image_58.jpg,car,2
dataset\raw\car\Image_59.jpg,car,2
dataset\raw\car\Image_6.jpg,car,2
dataset\raw\car\Image_60.jpg,car,2
dataset\raw\car\Image_61.jpg,car,2
dataset\raw\car\Image_62.jpg,car,2
dataset\raw\car\Image_63.jpg,car,2
dataset\raw\car\Image_64.jpg,car,2
dataset\raw\car\Image_65.jpg,car,2
dataset\raw\car\Image_66.jpg,car,2
dataset\raw\car\Image_67.jpg,car,2
dataset\raw\car\Image_68.jpg,car,2
dataset\raw\car\Image_69.jpg,car,2
dataset\raw\car\Image_7.jpg,car,2
dataset\raw\car\Image_70.jpg,car,2
dataset\raw\car\Image_71.jpg,car,2
dataset\raw\car\Image_72.jpg,car,2
dataset\raw\car\Image_73.JPG,car,2
dataset\raw\car\Image_74.jpg,car,2
dataset\raw\car\Image_75.jpg,car,2
dataset\raw\car\Image_76.jpg,car,2
dataset\raw\car\Image_77.jpg,car,2
dataset\raw\car\Image_78.jpg,car,2
dataset\raw\car\Image_79.jpg,car,2
dataset\raw\car\Image_8.jpg,car,2
dataset\raw\car\Image_80.jpg,car,2
dataset\raw\car\Image_81.jpg,car,2
dataset\raw\car\Image_82.png,car,2
dataset\raw\car\Image_83.jpg,car,2
dataset\raw\car\Image_84.jpg,car,2
dataset\raw\car\Image_85.jpg,car,2
dataset\raw\car\Image_86.jpg,car,2
dataset\raw\car\Image_87.jpg,car,2
dataset\raw\car\Image_88.png,car,2
dataset\raw\car\Image_89.png,car,2
dataset\raw\car\Image_9.jpg,car,2
dataset\raw\car\Image_90.jpg,car,2
dataset\raw\car\Image_91.jpg,car,2
dataset\raw\car\Image_92.jpg,car,2
dataset\raw\car\Image_93.jpg,car,2
dataset\raw\car\Image_94.jpg,car,2
dataset\raw\car\Image_95.png,car,2
dataset\raw\car\Image_96.jpg,car,2
dataset\raw\car\Image_97.JPG,car,2
dataset\raw\car\Image_98.jpg,car,2
dataset\raw\car\Image_99.jpg,car,2
dataset\raw\truck\Image_1.jpg,truck,3
dataset\raw\truck\Image_10.jpg,truck,3
dataset\raw\truck\Image_100.jpg,truck,3
dataset\raw\truck\Image_11.jpg,truck,3
dataset\raw\truck\Image_12.jpg,truck,3
dataset\raw\truck\Image_13.JPG,truck,3
dataset\raw\truck\Image_14.jpg,truck,3
dataset\raw\truck\Image_15.jpg,truck,3
dataset\raw\truck\Image_16.jpg,truck,3
dataset\raw\truck\Image_17.jpg,truck,3
dataset\raw\truck\Image_18.jpg,truck,3
dataset\raw\truck\Image_19.jpg,truck,3
dataset\raw\truck\Image_2.jpg,truck,3
dataset\raw\truck\Image_20.jpg,truck,3
dataset\raw\truck\Image_21.jpg,truck,3
dataset\raw\truck\Image_22.jpg,truck,3
dataset\raw\truck\Image_23.jpg,truck,3
dataset\raw\truck\Image_24.jpg,truck,3
dataset\raw\truck\Image_25.jpg,truck,3
dataset\raw\truck\Image_26.jpg,truck,3
dataset\raw\truck\Image_27.jpg,truck,3
dataset\raw\truck\Image_28.jpg,truck,3
dataset\raw\truck\Image_29.JPG,truck,3
dataset\raw\truck\Image_3.jpg,truck,3
dataset\raw\truck\Image_30.jpg,truck,3
dataset\raw\truck\Image_31.jpg,truck,3
dataset\raw\truck\Image_32.jpg,truck,3
dataset\raw\truck\Image_33.jpg,truck,3
dataset\raw\truck\Image_34.jpg,truck,3
dataset\raw\truck\Image_35.jpg,truck,3
dataset\raw\truck\Image_36.jpg,truck,3
dataset\raw\truck\Image_37.jpg,truck,3
dataset\raw\truck\Image_38.jpg,truck,3
dataset\raw\truck\Image_39.jpg,truck,3
dataset\raw\truck\Image_4.jpg,truck,3
dataset\raw\truck\Image_40.jpg,truck,3
dataset\raw\truck\Image_41.jpg,truck,3
dataset\raw\truck\Image_42.png,truck,3
dataset\raw\truck\Image_43.jpg,truck,3
dataset\raw\truck\Image_44.jpg,truck,3
dataset\raw\truck\Image_45.jpg,truck,3
dataset\raw\truck\Image_46.jpg,truck,3
dataset\raw\truck\Image_47.jpg,truck,3
dataset\raw\truck\Image_48.jpg,truck,3
dataset\raw\truck\Image_49.JPG,truck,3
dataset\raw\truck\Image_5.jpg,truck,3
dataset\raw\truck\Image_50.jpg,truck,3
dataset\raw\truck\Image_51.jpg,truck,3
dataset\raw\truck\Image_52.jpg,truck,3
dataset\raw\truck\Image_53.jpg,truck,3
dataset\raw\truck\Image_54.jpg,truck,3
dataset\raw\truck\Image_55.jpg,truck,3
dataset\raw\truck\Image_56.jpeg,truck,3
dataset\raw\truck\Image_57.png,truck,3
dataset\raw\truck\Image_58.jpg,truck,3
dataset\raw\truck\Image_59.jpg,truck,3
dataset\raw\truck\Image_6.jpg,truck,3
dataset\raw\truck\Image_60.png,truck,3
dataset\raw\truck\Image_61.jpg,truck,3
dataset\raw\truck\Image_62.jpg,truck,3
dataset\raw\truck\Image_63.jpg,truck,3
dataset\raw\truck\Image_64.jpg,truck,3
dataset\raw\truck\Image_65.jpg,truck,3
dataset\raw\truck\Image_66.jpg,truck,3
dataset\raw\truck\Image_67.jpg,truck,3
dataset\raw\truck\Image_68.jpg,truck,3
dataset\raw\truck\Image_69.jpg,truck,3
dataset\raw\truck\Image_7.jpg,truck,3
dataset\raw\truck\Image_70.jpg,truck,3
dataset\raw\truck\Image_71.jpg,truck,3
dataset\raw\truck\Image_72.png,truck,3
dataset\raw\truck\Image_73.jpg,truck,3
dataset\raw\truck\Image_74.jpg,truck,3
dataset\raw\truck\Image_75.jpg,truck,3
dataset\raw\truck\Image_76.jpg,truck,3
dataset\raw\truck\Image_77.png,truck,3
dataset\raw\truck\Image_78.jpg,truck,3
dataset\raw\truck\Image_79.png,truck,3
dataset\raw\truck\Image_8.JPG,truck,3
dataset\raw\truck\Image_80.jpg,truck,3
dataset\raw\truck\Image_81.png,truck,3
dataset\raw\truck\Image_82.jpg,truck,3
dataset\raw\truck\Image_83.jpg,truck,3
dataset\raw\truck\Image_84.jpg,truck,3
dataset\raw\truck\Image_85.jpg,truck,3
dataset\raw\truck\Image_86.png,truck,3
dataset\raw\truck\Image_87.jpg,truck,3
dataset\raw\truck\Image_88.jpg,truck,3
dataset\raw\truck\Image_89.jpg,truck,3
dataset\raw\truck\Image_9.jpg,truck,3
dataset\raw\truck\Image_90.jpg,truck,3
dataset\raw\truck\Image_91.jpg,truck,3
dataset\raw\truck\Image_92.jpg,truck,3
dataset\raw\truck\Image_93.jpg,truck,3
dataset\raw\truck\Image_94.jpg,truck,3
dataset\raw\truck\Image_95.jpg,truck,3
dataset\raw\truck\Image_96.jpg,truck,3
dataset\raw\truck\Image_97.jpg,truck,3
dataset\raw\truck\Image_98.jpg,truck,3
dataset\raw\truck\Image_99.jpg,truck,3
